ID,answer
TG_A_J_20230304,3260.5047007107255
TG_A_J_20230305,0.0
TG_A_J_20230306,3338.6417817221054
TG_A_J_20230307,3407.999850142474
TG_A_J_20230308,3585.808171817153
TG_A_J_20230309,3674.5734114522165
TG_A_J_20230310,3754.978535312326
TG_A_J_20230311,3346.751770472103
TG_A_J_20230312,0.0
TG_A_J_20230313,3463.5464817252987
TG_A_J_20230314,3509.9014654528705
TG_A_J_20230315,3474.6248484355046
TG_A_J_20230316,3588.02413068696
TG_A_J_20230317,3762.3182173323034
TG_A_J_20230318,3665.1925164980275
TG_A_J_20230319,0.0
TG_A_J_20230320,3561.973827827313
TG_A_J_20230321,3515.8042052576448
TG_A_J_20230322,3601.7539046666257
TG_A_J_20230323,3563.6679348319385
TG_A_J_20230324,3619.7231567244735
TG_A_J_20230325,3690.7589982121885
TG_A_J_20230326,0.0
TG_A_J_20230327,3505.8730311047852
TG_A_J_20230328,3906.290802735928
TG_A_J_20230329,3861.377062675863
TG_A_J_20230330,3939.856572948027
TG_A_J_20230331,3836.3905247789776
TG_A_S_20230304,4142.988238666858
TG_A_S_20230305,0.0
TG_A_S_20230306,4302.562293884277
TG_A_S_20230307,4222.95173969901
TG_A_S_20230308,4283.885339109493
TG_A_S_20230309,4314.355363151765
TG_A_S_20230310,4378.985274699145
TG_A_S_20230311,4268.4230299861665
TG_A_S_20230312,0.0
TG_A_S_20230313,4375.211833426532
TG_A_S_20230314,4360.247395289225
TG_A_S_20230315,4451.586480594338
TG_A_S_20230316,4415.865311913792
TG_A_S_20230317,4496.444507403746
TG_A_S_20230318,4470.385912108101
TG_A_S_20230319,0.0
TG_A_S_20230320,4375.24811894876
TG_A_S_20230321,4490.546128799329
TG_A_S_20230322,4540.280664131702
TG_A_S_20230323,4583.295005896947
TG_A_S_20230324,4697.371383329871
TG_A_S_20230325,4757.155061378421
TG_A_S_20230326,0.0
TG_A_S_20230327,4708.9803426243
TG_A_S_20230328,4758.06351273782
TG_A_S_20230329,4709.337035937024
TG_A_S_20230330,4785.219226335134
TG_A_S_20230331,4730.851321984801
TG_B_J_20230304,3312.608711066864
TG_B_J_20230305,0.0
TG_B_J_20230306,3783.780663766736
TG_B_J_20230307,3777.382289190649
TG_B_J_20230308,4193.176352243063
TG_B_J_20230309,3751.105246580196
TG_B_J_20230310,3709.5163066342357
TG_B_J_20230311,3434.3981451110676
TG_B_J_20230312,0.0
TG_B_J_20230313,3893.9221225497513
TG_B_J_20230314,3969.16055554084
TG_B_J_20230315,3943.145774866891
TG_B_J_20230316,3955.7196493469737
TG_B_J_20230317,3938.6003945864986
TG_B_J_20230318,3700.885206021872
TG_B_J_20230319,0.0
TG_B_J_20230320,3893.879626013163
TG_B_J_20230321,3851.5676572444663
TG_B_J_20230322,4039.2608578030963
TG_B_J_20230323,3814.5481176174535
TG_B_J_20230324,3826.554393734461
TG_B_J_20230325,3552.9612783208527
TG_B_J_20230326,0.0
TG_B_J_20230327,3820.582091581263
TG_B_J_20230328,3839.621946924317
TG_B_J_20230329,4250.470903041563
TG_B_J_20230330,3944.4976095361826
TG_B_J_20230331,3924.8902326881685
TG_B_S_20230304,4000.4549618856586
TG_B_S_20230305,0.0
TG_B_S_20230306,4107.174567877256
TG_B_S_20230307,4003.728013303581
TG_B_S_20230308,4103.029661048246
TG_B_S_20230309,4084.9533780654847
TG_B_S_20230310,4218.839842779505
TG_B_S_20230311,4197.234614122109
TG_B_S_20230312,0.0
TG_B_S_20230313,4304.984713478994
TG_B_S_20230314,4275.008402164243
TG_B_S_20230315,4264.249357242572
TG_B_S_20230316,4276.611706254289
TG_B_S_20230317,4447.3220604025155
TG_B_S_20230318,4226.592871749602
TG_B_S_20230319,0.0
TG_B_S_20230320,4461.536144156619
TG_B_S_20230321,4379.261698931697
TG_B_S_20230322,4330.892225564784
TG_B_S_20230323,4400.96367045207
TG_B_S_20230324,4607.360454103339
TG_B_S_20230325,4456.182500202263
TG_B_S_20230326,0.0
TG_B_S_20230327,4576.9988208722925
TG_B_S_20230328,4493.683288512683
TG_B_S_20230329,4501.581534357142
TG_B_S_20230330,4650.914588586163
TG_B_S_20230331,4544.358653306966
TG_C_J_20230304,4858.787906457727
TG_C_J_20230305,0.0
TG_C_J_20230306,4871.519922097261
TG_C_J_20230307,4983.021771433187
TG_C_J_20230308,4691.950311914311
TG_C_J_20230309,4840.161868569726
TG_C_J_20230310,4964.132139035864
TG_C_J_20230311,4952.681510821998
TG_C_J_20230312,0.0
TG_C_J_20230313,4913.436678060172
TG_C_J_20230314,5074.910139068297
TG_C_J_20230315,4863.847386356272
TG_C_J_20230316,4888.921196119545
TG_C_J_20230317,5033.942973997498
TG_C_J_20230318,4974.991858437765
TG_C_J_20230319,0.0
TG_C_J_20230320,5008.8834571364205
TG_C_J_20230321,5152.109645050187
TG_C_J_20230322,4894.328117020319
TG_C_J_20230323,5134.696051174823
TG_C_J_20230324,5253.792611457183
TG_C_J_20230325,5296.44146140631
TG_C_J_20230326,0.0
TG_C_J_20230327,5234.6790570681505
TG_C_J_20230328,5396.283981877915
TG_C_J_20230329,5031.792341924158
TG_C_J_20230330,5216.945509564328
TG_C_J_20230331,5377.4653757048345
TG_C_S_20230304,4527.997633286303
TG_C_S_20230305,0.0
TG_C_S_20230306,4546.232497192661
TG_C_S_20230307,4494.610968058832
TG_C_S_20230308,4594.800990461108
TG_C_S_20230309,4586.744582539245
TG_C_S_20230310,4585.16236160047
TG_C_S_20230311,4492.771247093337
TG_C_S_20230312,0.0
TG_C_S_20230313,4536.487822866471
TG_C_S_20230314,4558.985983474726
TG_C_S_20230315,4588.883656114571
TG_C_S_20230316,4608.647464814676
TG_C_S_20230317,4691.430894038396
TG_C_S_20230318,4513.444104287279
TG_C_S_20230319,0.0
TG_C_S_20230320,4648.406815323302
TG_C_S_20230321,4715.081175199106
TG_C_S_20230322,4789.850508594199
TG_C_S_20230323,4837.90890013058
TG_C_S_20230324,4863.620982579607
TG_C_S_20230325,4980.551923913943
TG_C_S_20230326,0.0
TG_C_S_20230327,4920.411953313147
TG_C_S_20230328,5033.885584677309
TG_C_S_20230329,4934.0647175232125
TG_C_S_20230330,4923.174779574807
TG_C_S_20230331,4978.7675853889505
TG_D_J_20230304,716.6116830133911
TG_D_J_20230305,0.0
TG_D_J_20230306,797.8629146900423
TG_D_J_20230307,714.6285020769162
TG_D_J_20230308,795.4986796527812
TG_D_J_20230309,646.0044347415319
TG_D_J_20230310,858.8099676059098
TG_D_J_20230311,574.7437949171369
TG_D_J_20230312,0.0
TG_D_J_20230313,591.261233237756
TG_D_J_20230314,603.2496711519354
TG_D_J_20230315,602.599838034864
TG_D_J_20230316,541.6348258372842
TG_D_J_20230317,765.3365275965125
TG_D_J_20230318,419.30235681247177
TG_D_J_20230319,0.0
TG_D_J_20230320,391.3850467052299
TG_D_J_20230321,497.1261215520558
TG_D_J_20230322,557.8899574303664
TG_D_J_20230323,393.0812776722022
TG_D_J_20230324,664.7621937127307
TG_D_J_20230325,442.67519613434814
TG_D_J_20230326,0.0
TG_D_J_20230327,628.0690763127227
TG_D_J_20230328,497.38847068181985
TG_D_J_20230329,644.9653782160436
TG_D_J_20230330,547.3889689528668
TG_D_J_20230331,495.0143188330827
TG_D_S_20230304,3967.6513703407877
TG_D_S_20230305,0.0
TG_D_S_20230306,4114.2555516613575
TG_D_S_20230307,4105.402420870573
TG_D_S_20230308,4257.72217635399
