ID,answer
TG_A_J_20230304,3367.9653
TG_A_J_20230305,0.0
TG_A_J_20230306,3147.8462
TG_A_J_20230307,3187.1748
TG_A_J_20230308,3062.6846
TG_A_J_20230309,3062.5688
TG_A_J_20230310,3102.8018
TG_A_J_20230311,3044.1655
TG_A_J_20230312,0.0
TG_A_J_20230313,3131.129
TG_A_J_20230314,3111.9106
TG_A_J_20230315,3151.1592
TG_A_J_20230316,3155.4365
TG_A_J_20230317,3191.9116
TG_A_J_20230318,3077.3345
TG_A_J_20230319,0.0
TG_A_J_20230320,4497.4287
TG_A_J_20230321,4450.831
TG_A_J_20230322,4525.0244
TG_A_J_20230323,4312.1885
TG_A_J_20230324,4201.9004
TG_A_J_20230325,4191.1953
TG_A_J_20230326,0.0
TG_A_J_20230327,4551.663
TG_A_J_20230328,4966.503
TG_A_J_20230329,4793.594
TG_A_J_20230330,5054.6357
TG_A_J_20230331,4059.1543
TG_A_S_20230304,4620.834
TG_A_S_20230305,0.0
TG_A_S_20230306,4756.169
TG_A_S_20230307,4824.1006
TG_A_S_20230308,4699.6094
TG_A_S_20230309,4698.8896
TG_A_S_20230310,4703.8774
TG_A_S_20230311,4454.9995
TG_A_S_20230312,0.0
TG_A_S_20230313,4858.8193
TG_A_S_20230314,4884.7305
TG_A_S_20230315,4694.0957
TG_A_S_20230316,4698.373
TG_A_S_20230317,4541.3013
TG_A_S_20230318,4373.2427
TG_A_S_20230319,0.0
TG_A_S_20230320,5592.543
TG_A_S_20230321,5594.001
TG_A_S_20230322,5615.419
TG_A_S_20230323,5492.6484
TG_A_S_20230324,5526.115
TG_A_S_20230325,5377.728
TG_A_S_20230326,0.0
TG_A_S_20230327,5197.585
TG_A_S_20230328,5261.2676
TG_A_S_20230329,5180.1465
TG_A_S_20230330,5127.6035
TG_A_S_20230331,5252.0117
TG_B_J_20230304,3080.7915
TG_B_J_20230305,0.0
TG_B_J_20230306,2922.0322
TG_B_J_20230307,2974.9033
TG_B_J_20230308,2850.413
TG_B_J_20230309,2826.1787
TG_B_J_20230310,2866.4116
TG_B_J_20230311,2769.1484
TG_B_J_20230312,0.0
TG_B_J_20230313,2722.8994
TG_B_J_20230314,2703.6812
TG_B_J_20230315,2742.9297
TG_B_J_20230316,2747.207
TG_B_J_20230317,2771.1743
TG_B_J_20230318,2908.6958
TG_B_J_20230319,0.0
TG_B_J_20230320,4152.908
TG_B_J_20230321,4106.3105
TG_B_J_20230322,4206.87
TG_B_J_20230323,3910.6685
TG_B_J_20230324,3907.542
TG_B_J_20230325,3938.2046
TG_B_J_20230326,0.0
TG_B_J_20230327,4771.6494
TG_B_J_20230328,4642.269
TG_B_J_20230329,4658.1797
TG_B_J_20230330,4801.727
TG_B_J_20230331,3441.8657
TG_B_S_20230304,4152.8413
TG_B_S_20230305,0.0
TG_B_S_20230306,4247.3804
TG_B_S_20230307,4300.8643
TG_B_S_20230308,4176.373
TG_B_S_20230309,4165.373
TG_B_S_20230310,4205.606
TG_B_S_20230311,4020.2563
TG_B_S_20230312,0.0
TG_B_S_20230313,4454.159
TG_B_S_20230314,4480.0703
TG_B_S_20230315,4289.4355
TG_B_S_20230316,4293.713
TG_B_S_20230317,4124.1333
TG_B_S_20230318,4124.487
TG_B_S_20230319,0.0
TG_B_S_20230320,5324.3467
TG_B_S_20230321,5350.748
TG_B_S_20230322,5347.758
TG_B_S_20230323,5170.339
TG_B_S_20230324,5311.693
TG_B_S_20230325,5122.2417
TG_B_S_20230326,0.0
TG_B_S_20230327,5371.776
TG_B_S_20230328,5111.331
TG_B_S_20230329,5057.9385
TG_B_S_20230330,4887.8984
TG_B_S_20230331,4873.1235
TG_C_J_20230304,4589.9736
TG_C_J_20230305,0.0
TG_C_J_20230306,4175.1406
TG_C_J_20230307,4214.4688
TG_C_J_20230308,4089.9785
TG_C_J_20230309,4090.9683
TG_C_J_20230310,4131.201
TG_C_J_20230311,4388.2217
TG_C_J_20230312,0.0
TG_C_J_20230313,4218.707
TG_C_J_20230314,4199.4883
TG_C_J_20230315,4055.734
TG_C_J_20230316,4060.0112
TG_C_J_20230317,3840.5
TG_C_J_20230318,4207.616
TG_C_J_20230319,0.0
TG_C_J_20230320,5061.6084
TG_C_J_20230321,5061.6084
TG_C_J_20230322,5049.2256
TG_C_J_20230323,4753.0264
TG_C_J_20230324,4696.8906
TG_C_J_20230325,5572.2295
TG_C_J_20230326,0.0
TG_C_J_20230327,5433.295
TG_C_J_20230328,5841.919
TG_C_J_20230329,5725.973
TG_C_J_20230330,5987.0156
TG_C_J_20230331,4852.474
TG_C_S_20230304,4816.9873
TG_C_S_20230305,0.0
TG_C_S_20230306,4688.834
TG_C_S_20230307,4756.7666
TG_C_S_20230308,4632.2754
TG_C_S_20230309,4632.659
TG_C_S_20230310,4672.892
TG_C_S_20230311,4749.904
TG_C_S_20230312,0.0
TG_C_S_20230313,4971.217
TG_C_S_20230314,4997.128
TG_C_S_20230315,4724.997
TG_C_S_20230316,4729.2744
TG_C_S_20230317,4451.6157
TG_C_S_20230318,4284.4116
TG_C_S_20230319,0.0
TG_C_S_20230320,5456.8833
TG_C_S_20230321,5529.8823
TG_C_S_20230322,5441.7266
TG_C_S_20230323,5264.3076
TG_C_S_20230324,5352.6523
TG_C_S_20230325,5655.4946
TG_C_S_20230326,0.0
TG_C_S_20230327,5398.856
TG_C_S_20230328,5596.0815
TG_C_S_20230329,5598.359
TG_C_S_20230330,5572.972
TG_C_S_20230331,5475.492
TG_D_J_20230304,3099.9292
TG_D_J_20230305,0.0
TG_D_J_20230306,2627.81
TG_D_J_20230307,2667.1387
TG_D_J_20230308,2542.6484
TG_D_J_20230309,2542.5327
TG_D_J_20230310,2582.7656
TG_D_J_20230311,2494.2183
TG_D_J_20230312,0.0
TG_D_J_20230313,2744.5225
TG_D_J_20230314,2725.3042
TG_D_J_20230315,2764.5527
TG_D_J_20230316,2768.83
TG_D_J_20230317,2761.4102
TG_D_J_20230318,2495.6147
TG_D_J_20230319,0.0
TG_D_J_20230320,3823.5205
TG_D_J_20230321,3823.5205
TG_D_J_20230322,3891.2769
TG_D_J_20230323,3595.0771
TG_D_J_20230324,3639.752
TG_D_J_20230325,3611.4937
TG_D_J_20230326,0.0
TG_D_J_20230327,3883.3286
TG_D_J_20230328,4106.537
TG_D_J_20230329,3910.3354
TG_D_J_20230330,4053.9087
TG_D_J_20230331,3308.08
TG_D_S_20230304,3161.1426
TG_D_S_20230305,0.0
TG_D_S_20230306,3491.1465
TG_D_S_20230307,3559.0786
TG_D_S_20230308,3434.5884
TG_D_S_20230309,3433.8677
TG_D_S_20230310,3474.1006
TG_D_S_20230311,3004.1812
TG_D_S_20230312,0.0
TG_D_S_20230313,3749.8994
TG_D_S_20230314,3775.8105
TG_D_S_20230315,3713.5527
TG_D_S_20230316,3717.83
TG_D_S_20230317,3540.8901
TG_D_S_20230318,3142.896
TG_D_S_20230319,0.0
TG_D_S_20230320,4393.1406
TG_D_S_20230321,4466.1406
TG_D_S_20230322,4426.1533
TG_D_S_20230323,4201.1074
TG_D_S_20230324,4390.264
TG_D_S_20230325,4145.6064
TG_D_S_20230326,0.0
TG_D_S_20230327,4569.2544
TG_D_S_20230328,4508.238
TG_D_S_20230329,4422.44
TG_D_S_20230330,4389.68
TG_D_S_20230331,4626.4863
TG_E_J_20230304,2843.021
TG_E_J_20230305,0.0
TG_E_J_20230306,2637.8945
TG_E_J_20230307,2677.2227
TG_E_J_20230308,2552.7324
TG_E_J_20230309,2552.3496
TG_E_J_20230310,2598.3408
TG_E_J_20230311,2566.8945
TG_E_J_20230312,0.0
TG_E_J_20230313,2523.5703
TG_E_J_20230314,2522.1787
TG_E_J_20230315,2680.437
TG_E_J_20230316,2613.729
TG_E_J_20230317,2754.358
TG_E_J_20230318,2724.7798
TG_E_J_20230319,0.0
TG_E_J_20230320,3244.5225
TG_E_J_20230321,3197.9248
TG_E_J_20230322,3213.0845
TG_E_J_20230323,2916.8843
TG_E_J_20230324,3036.9746
TG_E_J_20230325,3102.8047
TG_E_J_20230326,0.0
TG_E_J_20230327,3622.021
