ID,answer
TG_A_J_20230304,3430.8618
TG_A_J_20230305,0.0
TG_A_J_20230306,3361.0195
TG_A_J_20230307,3261.0823
TG_A_J_20230308,3333.0242
TG_A_J_20230309,3363.7654
TG_A_J_20230310,3411.4248
TG_A_J_20230311,3209.1309
TG_A_J_20230312,0.0
TG_A_J_20230313,3344.6711
TG_A_J_20230314,3202.206
TG_A_J_20230315,3105.3674
TG_A_J_20230316,3238.5544
TG_A_J_20230317,3373.495
TG_A_J_20230318,3661.687
TG_A_J_20230319,0.0
TG_A_J_20230320,3263.979
TG_A_J_20230321,3069.086
TG_A_J_20230322,3222.1318
TG_A_J_20230323,3235.6519
TG_A_J_20230324,3209.6965
TG_A_J_20230325,3360.578
TG_A_J_20230326,0.0
TG_A_J_20230327,3144.0845
TG_A_J_20230328,3160.333
TG_A_J_20230329,3087.2646
TG_A_J_20230330,3512.4617
TG_A_J_20230331,3334.6174
TG_A_S_20230304,3989.872
TG_A_S_20230305,0.0
TG_A_S_20230306,4007.6604
TG_A_S_20230307,3957.9783
TG_A_S_20230308,3742.7712
TG_A_S_20230309,3905.6003
TG_A_S_20230310,3864.8057
TG_A_S_20230311,3565.5596
TG_A_S_20230312,0.0
TG_A_S_20230313,4027.6387
TG_A_S_20230314,4117.958
TG_A_S_20230315,3824.94
TG_A_S_20230316,3931.7441
TG_A_S_20230317,4074.4036
TG_A_S_20230318,3821.8687
TG_A_S_20230319,0.0
TG_A_S_20230320,4256.1113
TG_A_S_20230321,3947.7065
TG_A_S_20230322,3993.1003
TG_A_S_20230323,4386.882
TG_A_S_20230324,4242.773
TG_A_S_20230325,4051.3123
TG_A_S_20230326,0.0
TG_A_S_20230327,3962.2603
TG_A_S_20230328,4100.9976
TG_A_S_20230329,4063.8103
TG_A_S_20230330,3941.3157
TG_A_S_20230331,4181.5483
TG_B_J_20230304,3711.6904
TG_B_J_20230305,0.0
TG_B_J_20230306,3967.6177
TG_B_J_20230307,4119.936
TG_B_J_20230308,4090.8616
TG_B_J_20230309,3527.5774
TG_B_J_20230310,3494.665
TG_B_J_20230311,3426.929
TG_B_J_20230312,0.0
TG_B_J_20230313,3839.4673
TG_B_J_20230314,3953.5447
TG_B_J_20230315,3612.7976
TG_B_J_20230316,3867.504
TG_B_J_20230317,3574.307
TG_B_J_20230318,3629.1973
TG_B_J_20230319,0.0
TG_B_J_20230320,3717.3474
TG_B_J_20230321,3785.555
TG_B_J_20230322,3876.3315
TG_B_J_20230323,3639.4026
TG_B_J_20230324,3823.4016
TG_B_J_20230325,3698.7424
TG_B_J_20230326,0.0
TG_B_J_20230327,3865.9858
TG_B_J_20230328,3516.5454
TG_B_J_20230329,3596.505
TG_B_J_20230330,3555.7
TG_B_J_20230331,3569.5034
TG_B_S_20230304,3947.1072
TG_B_S_20230305,0.0
TG_B_S_20230306,3827.1318
TG_B_S_20230307,3870.5295
TG_B_S_20230308,3742.5188
TG_B_S_20230309,3601.0889
TG_B_S_20230310,3846.6506
TG_B_S_20230311,3679.468
TG_B_S_20230312,0.0
TG_B_S_20230313,4172.349
TG_B_S_20230314,3797.495
TG_B_S_20230315,3909.3813
TG_B_S_20230316,3897.6265
TG_B_S_20230317,4040.204
TG_B_S_20230318,3763.977
TG_B_S_20230319,0.0
TG_B_S_20230320,4229.804
TG_B_S_20230321,4142.147
TG_B_S_20230322,4046.3071
TG_B_S_20230323,4046.4785
TG_B_S_20230324,4150.513
TG_B_S_20230325,3788.5527
TG_B_S_20230326,0.0
TG_B_S_20230327,4293.0474
TG_B_S_20230328,3824.2017
TG_B_S_20230329,3904.922
TG_B_S_20230330,4194.387
TG_B_S_20230331,3570.0076
TG_C_J_20230304,4983.58
TG_C_J_20230305,0.0
TG_C_J_20230306,4696.227
TG_C_J_20230307,4963.7236
TG_C_J_20230308,4434.81
TG_C_J_20230309,4918.653
TG_C_J_20230310,4639.4746
TG_C_J_20230311,4543.3057
TG_C_J_20230312,0.0
TG_C_J_20230313,4748.905
TG_C_J_20230314,4667.1753
TG_C_J_20230315,4204.169
TG_C_J_20230316,4388.729
TG_C_J_20230317,4361.684
TG_C_J_20230318,4015.414
TG_C_J_20230319,0.0
TG_C_J_20230320,4161.345
TG_C_J_20230321,4000.6382
TG_C_J_20230322,3699.0493
TG_C_J_20230323,4155.421
TG_C_J_20230324,4398.302
TG_C_J_20230325,4034.8198
TG_C_J_20230326,0.0
TG_C_J_20230327,3882.115
TG_C_J_20230328,4141.648
TG_C_J_20230329,3893.8962
TG_C_J_20230330,3911.2903
TG_C_J_20230331,3831.0962
TG_C_S_20230304,4238.9253
TG_C_S_20230305,0.0
TG_C_S_20230306,4450.6045
TG_C_S_20230307,4083.0908
